Job Title,Company,Location,Salary,Requirements,Years of Experience,Tags,Link
ACN - Applied Intelligence - Finance - Data Science - 09,Accenture,Gurgaon/Gurugram,Not disclosed,Preferred Educational Background PhD / Masters / Bachelors degree in Statistics / Econo...,3-5 Yrs,_Data analysis_Machine learning_Healthcare_SDK_Analytics_Publishing_Analytical_Vulnerability assessment,https://www.naukri.com/job-listings-acn-applied-intelligence-finance-data-science-09-accenture-solutions-pvt-ltd-gurgaon-gurugram-3-to-5-years-221122905702
Data Science Intern/Co-Op,Brahma Consulting Group,Hyderabad/Secunderabad,Not disclosed,This position has a strong potential for full time hire as an associate data scientist ...,1-2 Yrs,_Python_Predictive Modelling_R_Statistical Analysis_SQL_advanced analytics_data science_Intern,https://www.naukri.com/job-listings-data-science-intern-co-op-brahma-consulting-group-hyderabad-secunderabad-1-to-2-years-251122501700
Data Scientist - Healthcare / Life Sciences,TalentCo Search Pvt Ltd,Pune,Not disclosed,"Experience of working on end-to-end data science pipeline: problem scoping, data gather...",3-8 Yrs,_data science_R_AI/ML_EDA_data structures_machine learning_Python,https://www.naukri.com/job-listings-data-scientist-healthcare-life-sciences-talentco-search-pvt-ltd-pune-3-to-8-years-301122911345
Data Science,Sonata Software,Bangalore/Bengaluru,Not disclosed,Should have a Bachelor / Masters degree in Computer Science or Engineering or Statistic...,4-9 Yrs,_IT Skills_Java_Python_Testing_Data Science_Machine Learning_Cloud_deep learning,https://www.naukri.com/job-listings-data-science-sonata-software-limited-bangalore-bengaluru-4-to-9-years-181122500006
"Senior Analyst, Data Science & Analytics",Transunion,Pune,Not disclosed,"Bachelors (4 year) degree in statistics, applied mathematics, financial mathematics, en...",5-8 Yrs,_IT Skills_Python_Machine Learning_Cloud_Project Management_Big Data_Tableau_Operations research,https://www.naukri.com/job-listings-senior-analyst-data-science-analytics-transunion-software-services-pvt-ltd-pune-5-to-8-years-071022500378
Configuration Owner - Data Science,Cognoticai Consulting,Hybrid - Pune,"10,00,000 - 15,00,000 PA.",Demonstrable Expertise in AWS with at least one certification Proficiency with Databric...,3-7 Yrs,_data science_terraform_Data Bricks_gitlab_aws cloudformation,https://www.naukri.com/job-listings-configuration-owner-data-science-cognoticai-consulting-pune-3-to-7-years-251122005555
Associate Solution Leader - Data Science,Brane Enterprises,Hybrid - Hyderabad/Secunderabad,Not disclosed,Description: We are looking for an Associate Solution Leader Data Science to join our g...,5-10 Yrs,_data scientist_NLP_Natural Language Processing_Computer Vision_Machine Learning_Deep Learning,https://www.naukri.com/job-listings-associate-solution-leader-data-science-brane-enterprises-hyderabad-secunderabad-5-to-10-years-291122012809
Hiring For Data Science Manager,Evoke Technologies,Hybrid - Hyderabad/Secunderabad(Madhapur),Not disclosed,7+ years experience in AI / ML algorithm development workflow and data analysis in the ...,10-15 Yrs,_deep learning_computer vision_AWS SageMaker_LSTMs_Azure_Keras_CNNs_model tuning,https://www.naukri.com/job-listings-hiring-for-data-science-manager-evoke-technologies-hyderabad-secunderabad-10-to-15-years-281122010447
Lead/Manager - Data Science,Brahma Consulting Group,Hyderabad/Secunderabad,Not disclosed,Our Data Science Manager should be able to work independently from gathering requiremen...,7-12 Yrs,_Data analysis_data science_SAS_Consulting_Predictive modeling_Data mining_Forecasting_Operations,https://www.naukri.com/job-listings-lead-manager-data-science-brahma-consulting-group-hyderabad-secunderabad-7-to-12-years-251122501736
Lead Data Science,Pitney Bowes (PBI),Mumbai,Not disclosed,Deliver analytics initiatives to address business problems with the ability to determin...,5-9 Yrs,_IT Skills_Testing_Data Science_Machine Learning_Big Data_Supply chain_Data analysis_Analytical,https://www.naukri.com/job-listings-lead-data-science-pitney-bowes-india-pvt-ltd-mumbai-5-to-9-years-241122500814
CarbyneTech - Data Science Engineer - Machine/Deep Learning Models,CarbyneTech India,Hyderabad/Secunderabad,Not disclosed,Hands-on experience in implementing Deep learning models with textual data/ time series...,4-8 Yrs,_Brand Management_Advertising_Marketing_Tensorflow_R_Big Data_Numpy_Python,https://www.naukri.com/job-listings-carbynetech-data-science-engineer-machine-deep-learning-models-carbynetech-india-hyderabad-secunderabad-4-to-8-years-291122908063
Data Science Professional,CliqHR Recruitment Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR",Not disclosed,Experience of 3-8 years in Data Analytics and a mandatory 2-3 years in Retail / CPG Ana...,3-8 Yrs,_Data Science_Python_communication_analytical_Azure_Ski_Pandas_HTML,https://www.naukri.com/job-listings-data-science-professional-cliqhr-recruitment-services-mumbai-hyderabad-secunderabad-pune-chennai-delhi-ncr-3-to-8-years-291122904892
Data Science Professional - Contract To Hire,SuccessR Hrtech Pvt Ltd,Temp. WFH - Bangalore/Bengaluru,Not disclosed,"Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc {{dep...",4-8 Yrs,_Data Science_IT Skills_Testing_Machine Learning_data analysis_data mining_Nosql db_query languages,https://www.naukri.com/job-listings-data-science-professional-contract-to-hire-successr-hrtech-pvt-ltd-bangalore-bengaluru-4-to-8-years-211122901850
Data Science,Legato Healthcare,"Hybrid - Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru","30,00,000 - 37,50,000 PA.",Minimum of 3 years of experience working with large data sets or do large scale quantit...,8-12 Yrs,_US Healthcare_Data Science_Big Data_Spark_Orschestration frame work_machine learning_Deep Learning,https://www.naukri.com/job-listings-data-science-legato-healthcare-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-8-to-12-years-241122004846
Principal Engineer Data Science II AI models II Machine Learning,People Resources,Bangalore/Bengaluru,"30,00,000 - 45,00,000 PA.",8+ Years experience in developing AI modelsStrong knowledge in Machine Learning & Deep ...,8-13 Yrs,_Data Processing_Machine Learning_ETL_R_Scala_Tableau_SQL_Python,https://www.naukri.com/job-listings-principal-engineer-data-science-ii-ai-models-ii-machine-learning-people-resources-bangalore-bengaluru-8-to-13-years-211122601173
Manager - Data Science - Biomass Technology Firm,Grok,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, delhi ncr",Not disclosed,"On the technical side, you will initiate new machine learning initiatives, including sc...",5-10 Yrs,_Content Writing_Editorial_data science_Machine learning_Data collection_Manager Technology_Instrumentation_Hardware,https://www.naukri.com/job-listings-manager-data-science-biomass-technology-firm-grok-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-5-to-10-years-241122904768
Senior Manager - Data Science,Tredence,"Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,Solve some of the most impactful business problems for our clients. Lead multiple teams...,5-8 Yrs,_Data management_data science_GCP_Machine learning_Natural language processing_Data analytics_data visualization_Data mining,https://www.naukri.com/job-listings-senior-manager-data-science-tredence-analytics-solutions-private-limited-chennai-gurgaon-gurugram-bangalore-bengaluru-5-to-8-years-270922501604
Data Science Lead,Koch Industries,Bangalore/Bengaluru,Not disclosed,A successful candidate will bring advanced knowledge of best-in-class data science meth...,4-7 Yrs,_BPO_data analysis_Supply chain_data science_SAS_Consulting_Machine learning_Data analytics,https://www.naukri.com/job-listings-data-science-lead-koch-technology-center-bangalore-bengaluru-4-to-7-years-291022500391
Lead - Analytics & Data Science,Cadenz.ai,Bangalore/Bengaluru,Not disclosed,"The Data Science Team in TDT is expected to build fitting analytics, BI and ML solution...",15-20 Yrs,_IT Skills_Python_Data Science_Machine Learning_Cloud_Big Data_AWS_deep learning,https://www.naukri.com/job-listings-lead-analytics-data-science-cadenz-ai-bangalore-bengaluru-15-to-20-years-080822500135
Data Science Lead,Koch Industries,Bangalore/Bengaluru,Not disclosed,Georgia Pacific LLC is looking for a Data Science Leader to join our Decision Analytics...,15-19 Yrs,_Data Science_advanced analytics_Data analysis_SAS_Machine learning_Data analytics_SQL_Python,https://www.naukri.com/job-listings-data-science-lead-koch-business-solutions-india-private-limited-bangalore-bengaluru-15-to-19-years-031122914191
Data Science Manager,Seven Consultancy (HR Solution),Bangalore/Bengaluru,Not disclosed,Be able to take the initiative and work with minimum guidance and requirementsMust have...,5-10 Yrs,_data science_big data analytics_Workflow management_Consulting_Machine learning_Infrastructure_Programming_Data structures,https://www.naukri.com/job-listings-data-science-manager-seven-consultancy-hr-solution-bangalore-bengaluru-5-to-10-years-280322501503
"Data Science Lead , Sales Analytics",Zscaler Softech,Bangalore/Bengaluru,Not disclosed,6 years of hands on experience in advanced statistical analysis using various techniques,3-6 Yrs,_Interpersonal skills_Sales_Sales operations_data science_Business analytics_Analytical_Silicon_Data analytics,https://www.naukri.com/job-listings-data-science-lead-sales-analytics-cloudneeti-bangalore-bengaluru-3-to-6-years-041122501451
"Data Science Lead , Sales Analytics",Zscaler Softech,Bangalore/Bengaluru,Not disclosed,6 years of hands on experience in advanced statistical analysis using various techniques,3-6 Yrs,_Interpersonal skills_Sales_Sales operations_data science_Business analytics_Analytical_Silicon_Data analytics,https://www.naukri.com/job-listings-data-science-lead-sales-analytics-zscaler-inc-bangalore-bengaluru-3-to-6-years-031122501317
Senior Research Scientist - Data Science (Chemistry),Syngenta,goa,Not disclosed,Company DescriptionSyngenta is one of the worlds leading agriculture innovation company...,3-8 Yrs,_Chemistry_sql_Python_Chemical Analysis_Analytics,https://www.naukri.com/job-listings-senior-research-scientist-data-science-chemistry-syngenta-india-limited-goa-3-to-8-years-021122006500
Data Science Intern,Wow Labz,Bangalore/Bengaluru,Not disclosed,1 years of hands-on experience in using Python based machine learning packages and libr...,0-1 Yrs,_github_data science_Coding_Analytical_Machine learning_Campus recruitment_Flex_Data mining,https://www.naukri.com/job-listings-data-science-intern-wow-labz-bangalore-bengaluru-0-to-1-years-230822500773
Senior Vice President - Analytics - Data Science Team - IIT / IIM,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,"Bachelors / Masters degree in economics, mathematics, actuarial sciences, computer scie...",8-13 Yrs,_Analytics_Data Science_Artificial Intelligence_Data Management_Hadoop_Machine Learning_Python_SQL,https://www.naukri.com/job-listings-senior-vice-president-analytics-data-science-team-iit-iim-huquo-consulting-pvt-ltd-gurgaon-gurugram-8-to-13-years-091122913597
Sr. Vice President - Analytics - Data Science Team - Insurance -  IIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,"Bachelors/ Masters degree in economics, mathematics, actuarial sciences, computer scien...",8-13 Yrs,_Data Science_Artificial Intelligence_Data Management_Data Analytics_Machine Learning_Analytics_Python_SQL,https://www.naukri.com/job-listings-sr-vice-president-analytics-data-science-team-insurance-iit-huquo-consulting-pvt-ltd-gurgaon-gurugram-8-to-13-years-011122909209
Senior Vice President - Analytics - Data Science Team - Insurance,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Senior Vice President - Analytics - Data Science Team - Insurance - IIT/IIM/XLRI/NITRol...,8-13 Yrs,_Data Science_Hadoop_Spark_Artificial Intelligence_Data Management_Data Analytics_Machine Learning_Statistics,https://www.naukri.com/job-listings-senior-vice-president-analytics-data-science-team-insurance-huquo-consulting-pvt-ltd-gurgaon-gurugram-8-to-13-years-011122909143
Senior Vice President- Analytics- Data Science Team-Insurance- IIT/IIM,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Roles and ResponsibilitiesSenior Vice President - Analytics - Data Science Team - Insur...,8-13 Yrs,_Data Science_Artificial Intelligence_Data Management_Data Analytics_Machine Learning_Statistics_Analytics_Python,https://www.naukri.com/job-listings-senior-vice-president-analytics-data-science-team-insurance-iit-iim-huquo-consulting-pvt-ltd-gurgaon-gurugram-8-to-13-years-011122909096
Sr Vice President- Analytics- Data Science Team- Insurance,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,"Bachelors / Masters degree in economics, mathematics, actuarial sciences, computer scie...",8-13 Yrs,_Data Science_Consulting - BFSI_Artificial Intelligence_Data Management_Data Analytics_Machine Learning_Statistics_Analytics,https://www.naukri.com/job-listings-sr-vice-president-analytics-data-science-team-insurance-huquo-consulting-pvt-ltd-gurgaon-gurugram-8-to-13-years-011122909050
Senior Associate Director - Data Science - Insurance - IIT/IIM/NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Senior Associate Director - Data Science - Insurance - IIT/IIM/NIT/XLRI (7-15 yrs)Role ...,7-12 Yrs,_Data Science_Artificial Intelligence_Data Management_Data Modeling_Data Analytics_Machine Learning_Statistics_Analytics,https://www.naukri.com/job-listings-senior-associate-director-data-science-insurance-iit-iim-nit-huquo-consulting-pvt-ltd-gurgaon-gurugram-7-to-12-years-011122908323
Speech & Text Analytics Engineer Data  Science,Anicalls,Chennai,Not disclosed,Candidate should be able to: - Build text-based search engine and question answering sy...,5-10 Yrs,_IT Skills_Machine Learning_Unix_Text mining_deep learning_data science_Data processing_Data structures,https://www.naukri.com/job-listings-speech-text-analytics-engineer-data-science-anicalls-chennai-5-to-10-years-280322500092
Data Science /Senior Business Analyst,Gcc Services,Bangalore/Bengaluru,Not disclosed,"2 - 6 years of experience in Data / Business Analytics For centuries, the experience of...",2-7 Yrs,_machine learning_Python_power bi_sql,https://www.naukri.com/job-listings-data-science-senior-business-analyst-abinbev-gcc-services-private-limited-bangalore-bengaluru-2-to-7-years-091122909271
Manager - Data Science,TransOrg Analytics,"Mumbai, Gurgaon/Gurugram",Not disclosed,Lead multiple analytics engagements and responsible for delivering the analytics soluti...,5-9 Yrs,_Data Science_Big Data_Statistical Modeling_Data Visualization_Data Analytics_Machine Learning_Statistics_Analytics,https://www.naukri.com/job-listings-manager-data-science-transorg-analytics-mumbai-gurgaon-gurugram-5-to-9-years-041122913557
Data Science Analytics,Diverse Infotech,Gurgaon,Not disclosed,Should be comfortable acquiring data independently from primary/ secondary data sources...,2-7 Yrs,_MySQL_MS Access_analytical_data science_Analytics,https://www.naukri.com/job-listings-data-science-analytics-diverse-infotech-pvt-ltd-gurgaon-2-to-7-years-110620500887
Data science Manager-Model Risk Control,Xoom,Chennai,Not disclosed,Bachelor s or Master s degree in quantitative science or engineering field (Computer Sc...,2-4 Yrs,_Computer science_remediation_Data analysis_data science_Risk control_Machine learning_Data analytics_Risk management,https://www.naukri.com/job-listings-data-science-manager-model-risk-control-xoom-inc-chennai-2-to-4-years-031122502099
Big Data Science Manager,Seven Consultancy (HR Solution),New Delhi,Not disclosed,Providing thought leadership and mentoring to the data engineering team on how data sho...,4-9 Yrs,_data science_big data analytics_Consultancy_Data quality_Cost optimization_Recruitment,https://www.naukri.com/job-listings-big-data-science-manager-seven-consultancy-hr-solution-new-delhi-4-to-9-years-280322501280
"Consultant, Data Science and Analytics",Transunion,Pune,Not disclosed,"Master s or PhD degree in statistics, applied mathematics, financial mathematics, engin...",4-8 Yrs,_IT Skills_Java_Python_Data Science_Machine Learning_Project Management_Big Data_C++,https://www.naukri.com/job-listings-consultant-data-science-and-analytics-transunion-software-services-pvt-ltd-pune-4-to-8-years-061022500267
"Consultant, Data Science and Analytics",Transunion,Pune,Not disclosed,"Bachelors (4 year) degree in statistics, applied mathematics, financial mathematics, en...",4-8 Yrs,_cloud_Hive_Java_Hadoop_Spark_SQL_analytical_Pig,https://www.naukri.com/job-listings-consultant-data-science-and-analytics-transunion-software-services-pvt-ltd-pune-4-to-8-years-310122500758
SR. Manager - Data Science- Life Insurance - Mumbai,HiringHawk.com,Mumbai (All Areas),Not disclosed,"Collaborate with key business, technology & operations departments to identify the most...",9-12 Yrs,_Power BI_Tableau_life insurance_Python_SQL,https://www.naukri.com/job-listings-sr-manager-data-science-life-insurance-mumbai-hiringhawk-com-mumbai-all-areas-9-to-12-years-171122008694
Associate Vice President - Analytics - Data Science Team,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",Not disclosed,"Bachelors / Masters degree in economics, mathematics, actuarial sciences, computer scie...",10-15 Yrs,_Data Science_Artificial Intelligence_Data Management_Data Modeling_Data Analytics_Machine Learning_Statistics_Analytics,https://www.naukri.com/job-listings-associate-vice-president-analytics-data-science-team-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-10-to-15-years-011122908337
Associate Vice President - Data Science Team,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",Not disclosed,A suitable candidate should have 8-10 years of experience in a similar role and should ...,8-13 Yrs,_Data Science_Consulting - BFSI_Data Analytics_Analytics,https://www.naukri.com/job-listings-associate-vice-president-data-science-team-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-8-to-13-years-011122908005
Associate Vice President - Data Science Team - Insurance,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",Not disclosed,A suitable candidate should have 8-10 years of experience in a similar role and should ...,8-13 Yrs,_Data Science_Data Engineering_Data Analytics,https://www.naukri.com/job-listings-associate-vice-president-data-science-team-insurance-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-8-to-13-years-081122900207
AVP - Data Science Team - Insurance,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR, Delhi NCR/Gurgaon/Gurugram",Not disclosed,A suitable candidate should have 8-10 years of experience in a similar role and should ...,8-13 Yrs,_Data Science_Consulting - BFSI_Data Analytics_Analytics,https://www.naukri.com/job-listings-avp-data-science-team-insurance-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-delhi-ncr-gurgaon-gurugram-8-to-13-years-011122908164
Manager - Data Science - IT,Zorba Consulting India Pvt. Ltd.,"Mumbai, Navi Mumbai",Not disclosed,Note - The person must be available to start within 4 weeks Should be able to handle a ...,11-15 Yrs,_Data Science_Predictive Modeling_database management_data analytics_ETL_Machine Learning_SQL_Python,https://www.naukri.com/job-listings-manager-data-science-it-zorba-consulting-india-pvt-ltd-mumbai-navi-mumbai-11-to-15-years-021122911313
Assistant Manager/ Lead Assistant Manager - Data Science/ SAS,Huquo Consulting Pvt. Ltd,"Ahmedabad, Gurgaon/Gurugram, Gujarat",Not disclosed,Assistant Manager/ Lead Assistant Manager - Data Science/ SAS/ Python/ R & Excel - BFSI...,2-6 Yrs,_Data Science_Predictive Modeling_Consulting - BFSI_SAS_Data Management_Statistical Modeling_Data Analytics_Statistics,https://www.naukri.com/job-listings-assistant-manager-lead-assistant-manager-data-science-sas-huquo-consulting-pvt-ltd-ahmedabad-gurgaon-gurugram-gujarat-2-to-6-years-011122908945
Delivery Manager Data Science and Advance Analytics Consultant,PlaceMinds Consulting Pvt. Ltd,"Mumbai, Pune",Not disclosed,"Domain understanding of preferably two verticals amongst Retail, Cable, and Technology ...",10-14 Yrs,_Analytics_Solution design_storytelling_client engagement_consulting_SaaS_data engineering_lead strategist,https://www.naukri.com/job-listings-delivery-manager-data-science-and-advance-analytics-consultant-placeminds-consulting-pvt-ltd-mumbai-pune-10-to-14-years-071122910423
Manager - Data Science - IT,Zorba Consulting India Pvt. Ltd.,"Mumbai, Navi Mumbai",Not disclosed,Note - The person must be available to start within 4 weeks Should be able to handle a ...,5-10 Yrs,_Data Science_Machine Learning_ETL_R_SQL queries_Predictive Modeling_Excel_Python,https://www.naukri.com/job-listings-manager-data-science-it-zorba-consulting-india-pvt-ltd-mumbai-navi-mumbai-5-to-10-years-031122905525
Python & Data Science Engineer,Quest Global,Bangalore/Bengaluru,Not disclosed,3+ years of Experience in SQL required 3+ years of Experience using AI / ML tools is re...,3-6 Yrs,_Python_AI_statistical analysis_modeling_SQL_machine learning_IT Skills_data modeling,https://www.naukri.com/job-listings-python-data-science-engineer-quest-global-engineering-services-private-limited-bangalore-bengaluru-3-to-6-years-051122900963
Engineering Manager - Data Science,Zeta Inc.,Bangalore/Bengaluru,Not disclosed,Building highly-scalable and secure data infrastructure that is used by multiple teams ...,4-9 Yrs,_Superset_AWS Athena_Presto_Kafka_Spark_Flink_RDBMS_IaaS,https://www.naukri.com/job-listings-engineering-manager-data-science-zeta-inc-bangalore-bengaluru-4-to-9-years-011122501397
Data Science Analyst,Kireeti Indenting & Exim Services Pvt Ltd,Hyderabad/Secunderabad(Erragadda +1),"2,00,000 - 4,00,000 PA.",Skills 1) Strength In Matrix 2) Proficient With MS Excel And MS Word (*Advanced Excel) ...,2-6 Yrs,_advanced excel_Data Validation_Logical Database_Logical Approach_Query Management_Conditional Formatting_communication skills,https://www.naukri.com/job-listings-data-science-analyst-kireeti-indenting-exim-services-pvt-ltd-hyderabad-secunderabad-2-to-6-years-211122002831
Data Science Lead - Forecasting,Cargill,Bangalore/Bengaluru,Not disclosed,"Own and design statistical model, evaluate differentiating features and deploy forecast...",6-11 Yrs,_Data analysis_data science_Machine learning_Javascript_Supply chain solutions_Workflow_Forecasting_Monitoring,https://www.naukri.com/job-listings-data-science-lead-forecasting-cargill-india-pvt-ltd-bangalore-bengaluru-6-to-11-years-240922500096
Associate Director - Data Science Lead,WNS Holdings,"Hybrid - Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"Designation - Associate Director Skill - Data Science, Data Analytics , Machine Learnin...",10-20 Yrs,_Team Management_Data Engineering_Property And Casualty Insurance_data science_Artificial Intelligence_python_machine learning,https://www.naukri.com/job-listings-associate-director-data-science-lead-wns-global-services-private-limited-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-10-to-20-years-151122010463
Data Science Manager,EY Global Delivery Services India Llp,"Hybrid - Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,Manager Data ScienceData and Analytics team is a multi-disciplinary technology team del...,8-12 Yrs,_data science_Natural Language Processing_Algorithms_data analysis_machine learning_Statistics_Python,https://www.naukri.com/job-listings-data-science-manager-ey-global-delivery-services-india-llp-gurgaon-gurugram-bangalore-bengaluru-8-to-12-years-151122009227
Data Science- supply chain optimization,EY Global Delivery Services India Llp,"Hybrid - Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,Manager Data Science for Supply Chain OptimizationData and Analytics team is a multi-di...,8-12 Yrs,_Inventory Optimization_Simulation_Supply Chain Optimization_machine learning_Artificial Intelligence_Workforce Analytics_Network Optimization,https://www.naukri.com/job-listings-data-science-supply-chain-optimization-ey-global-delivery-services-india-llp-gurgaon-gurugram-bangalore-bengaluru-8-to-12-years-101122006942
Technical Expert - AI & Industrial Data Science,Siemens,Bangalore/Bengaluru,Not disclosed,"Asa successful candidate, you will hold an Advanced degree in Chemicalengineering, Mech...",5-10 Yrs,_Thermodynamics_data science_Pumps_Manufacturing process_Formulation_Pharma_Healthcare_Heat exchangers,https://www.naukri.com/job-listings-technical-expert-ai-industrial-data-science-siemens-limited-bangalore-bengaluru-5-to-10-years-161122500850
Technical Expert - Industrial Data Science,Siemens,Bangalore/Bengaluru,Not disclosed,"Asthe successful candidate, you will hold an advanced degree in Computer Science, Chemi...",5-10 Yrs,_Operations research_Publishing_Data management_Artificial Intelligence_Machine learning_Research_Data mining_Forecasting,https://www.naukri.com/job-listings-technical-expert-industrial-data-science-siemens-limited-bangalore-bengaluru-5-to-10-years-131022500645
Junior Software Engineer - Data Science,LogiNext,Mumbai,Not disclosed,"Bachelors degree or higher in Computer Science, Information Technology, Information Sys...",0-1 Yrs,_Java_SaaS_Python_data mining_Tableau_C++_Hadoop_Analytical,https://www.naukri.com/job-listings-junior-software-engineer-data-science-loginext-solutions-mumbai-0-to-1-years-140922502287
Principal Analyst - Data Science,Gcc Services,"Pune, Chennai, Bangalore/Bengaluru","18,00,000 - 25,00,000 PA.","Level of educational attainment required: B Tech in any branch, or Masters in Statistic...",2-5 Yrs,_Data Science,https://www.naukri.com/job-listings-principal-analyst-data-science-gcc-services-india-private-limited-pune-chennai-bangalore-bengaluru-2-to-5-years-091122909256
Data Science Analyst,Banyan Cloud,Bangalore/Bengaluru,Not disclosed,"Bachelor /Masters degree from a top-tier institute, ideally in quantitative discipline ...",3-5 Yrs,_Generalized Linear Model_Linear Analysis_Deep Learning_Machine Learning_Hadoop_Modelling_communication_K - Mean,https://www.naukri.com/job-listings-data-science-analyst-banyan-cloud-bangalore-bengaluru-3-to-5-years-190722500518
