product,author,rating_count,rating,price,product_url,description
The Midrange Theory: Basketball's Evolution In the Age of Analytics  ,"Seth Partnow, Tim Bontemps",175  ,4.5,16.99,https://www.amazon.com/Midrange-Theory-Basketballs-Evolution-Analytics/dp/1637270968/ref=sr_1_49?keywords=Analytics&qid=1669446489&sr=8-49,"At its core, the goal of any basketball team is relatively simple take and make good shots while preventing the opponent from doing the same. But what is a good shot? Are all good shots created equally? And how might one identify players who are more or less likely to make and prevent those shots in the first place? The concept of basketball analytics, for lack of a better term, has been lauded, derided, and misunderstood. The incorporation of more data into NBA decisionmaking has been creditedor blamedfor everything from the death of the traditional center to the proliferation of threepoint shooting to the alleged abandonment of the area of the court known as the midrange. What is beyond doubt is that understanding its methods has never been more important to watching and appreciating the NBA. In The Midrange Theory , Seth Partnow, NBA analyst for The Athletic and former Director of Basketball Research for the Milwaukee Bucks, explains how numbers have affected the modern NBA game, and how those numbers seek not to solve the game of basketball but instead urge us toward thinking about it in new ways. The relative value of Russell Westbrooks tripledoubles Why some players succeed in the playoffs while others dont How NBA teams think about constructing their rosters through the draft and free agency The difficulty in measuring defensive achievement The fallacy of the quick two From shot selection to evaluating prospects to considering aesthetics and ethics while analyzing the box scores, Partnow deftly explores where the NBA is now, how it got here, and where it might be going next. Read more"
Two Logics: The Conflict Between Classical and Neo-Analytic Philosophy  ,Henry B. Veatch,3  ,4.8,80.0,https://www.amazon.com/Two-Logics-Classical-Neo-Analytic-Philosophy/dp/3868382224/ref=sr_1_50?keywords=Analytics&qid=1669446489&sr=8-50,"This book is a consideration of the differences between Aristotelian and symbolic logic and the metaphysical assumptions they come packaged with and the consequences these have for how we view the world. What Veatch propose is to try to exhibit with respect to several of the key logical tools and devices propositions, inductive and deductive arguments, scientific and historical explanations, definitions, etc. how these several instruments are differently conceived, both as to their natures and their functions, in each of these respective logics. Read more"
Business Analytics: Data Analysis & Decision Making (MindTap Course List)  ,"S. Christian Albright, Wayne L. Winston",95  ,4.5,51.18,https://www.amazon.com/Business-Analytics-Analysis-Decision-MindTap/dp/0357109953/ref=sr_1_51?keywords=Analytics&qid=1669446489&sr=8-51,"Master data analysis, modeling and the effective use of spreadsheets with the popular BUSINESS ANALYTICS DATA ANALYSIS AND DECISION MAKING, 7E. The quantitative methods approach in this edition helps you maximize your success with a proven teachbyexample presentation, inviting writing style and complete integration of the latest version of Excel. The approach is also compatible with earlier versions of Excel for your convenience. This edition is more dataoriented than ever before with a new chapter on the two main Power BI tools in Excel Power Query and Power Pivot and a new section of data visualization with Tableau Public. Current problems and cases demonstrate the importance of the concepts you are learning. In addition, a useful Companion Website provides data and solutions files, SolverTable for optimization sensitivity analysis and Palisade DecisionTools Suite. MindTap online resources are also available. Read more"
Digital Marketing Analytics: In Theory And In Practice  ,Kevin Hartman,81  ,4.2,49.99,https://www.amazon.com/Digital-Marketing-Analytics-Theory-Practice/dp/B08J5BD5RM/ref=sr_1_53?keywords=Analytics&qid=1669446489&sr=8-53,"From Kevin Hartman , Director of Analytics at Google , comes an essential guide for anyone seeking to collect, analyze, and visualize data in todays digital world printed in brilliant full color. Even if you know nothing about digital marketing analytics, digital marketing analytics knows plenty about you. Its a fundamental, inescapable, and permanent cornerstone of modern business that affects the lives of analytics professionals and consumers in equal measure. This fivepart book is an attempt to provide the context, perspective, and information needed to make analytics accessible to people who understand its reach and relevance and want to learn more. PART 1 The Day the Geeks Took Over The ubiquity of data analytics today isnt just a product of the past halfcenturys transformative and revolutionary changes in commerce and technology. Humanity has been developing, analyzing, and using data for millennia. Understanding where digital marketing analytics is now and where it will be in five, 10, or 50 years requires a holistic and historical view of our relationship and interaction with data. Part 1 looks at modern analysts and analytics in the context of its distinct historical epochs, each one containing major inflection points and laying a foundation for future advancements in the ART SCIENCE that is modern data analytics. PART 2 ConsumerBrand Relationships The methods that brands use to build relationships with consumers online video, search, display ads, and social media give analysts a wealth of data about behaviors on these platforms. Knowing how to assess successful consumerbrand relationships and understanding a consumers purchase journey requires a useable framework for parsing this data. In Part 2, we explore each digital channel indepth, including a discussion of key metrics and measurements, how consumers interact with brands on each platform, and ways of organizing consumer data that enable actionable insights. PART 3 The Science of Analytics Part 3 focuses on understanding digital data creation, how brands use that data to measure digital marketing effectiveness, and the tools and skill sets analysts need to work effectively with data. While the contents are lightly technical, this section veers into the colloquial as we dive into multitouch attribution models, media mix models, incrementality studies, and other ways analysts conduct marketing measurement today. Part 3 also provides a useful framework for evaluating data analysis and visualization tools and explains the critical importance of digital marketing maturity to analysts and the companies for which they work. PART 4 The Art of Analytics Every analyst dreams of coming up with the Big Idea the gamechanging and previously unseen insight or approach that gives their organization a competitive advantage and their career a huge boost. But dreaming wont get you there. It requires a thoughtful and disciplined approach to analysis projects. In this part of the book, I detail the four elements of the Marketing Analytics Process MAP plan, collect, analyze, report. Part 4 also explains the role of the analyst, the six mutually exclusive and collectively exhaustive MECE marketing objectives, how to find context and patterns in collected data, and how to avoid the pitfalls of bias. PART 5 Storytelling with Data In Part 5, we dive headlong into the most important aspect of digital marketing analytics transforming the data the analyst compiled into a comprehensive, coherent, and meaningful report. I outline the key characteristics of good visuals and the minutiae of chart design and provide a fivestep process for analysts to follow when theyre on their feet and presenting to an audience. Read more"
"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight  ",Mike Girvin,59  ,5.0,34.95,https://www.amazon.com/Microsoft-365-Excel-Calculations-Analytics/dp/1615470700/ref=sr_1_55?keywords=Analytics&qid=1669446489&sr=8-55,"This is a book about Microsoft 365 Excel, or Excel 365. No other version in history has as much power, as many features or more possibilities than does Excel 365. With a new formula calculations engine and many new builtin functions, creating formula solutions and business models in Excel 365 is dramatically easier than at any time in the history of spreadsheets. In addition, with the new data tools like Power Query, Power Pivot and Power BI, performing data analysis to make data driven decisions can be easily done on data with different structures, with different sources and on small and big data alike. With this exciting new Excel 365 version, we will learn three types for formulas Worksheet, M Code and DAX, and we will learn three types of ReportingDashboarding tools Standard PivotTables, Data Model PivotTables and Power BI Visualizations. This means that the New Excel 365 is the only app that matters in our age of analytics and data driven decisions. Who is this bookclass for? Everyone. The book starts at the beginning and moves you to an advanced level by telling a logical story about how to use Excel to solve calculationbased problems and answer crucial questions. Read more"
THE AI COMPASS: Welcome to the World of Artificial Intelligence  ,Tolga Akcay,2  ,5.0,24.9,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A056742229CM0BEGTP8OW&url=%2FAI-COMPASS-Welcome-Artificial-Intelligence%2Fdp%2FB09PHBVW94%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dartificial%2Bintelligence%26qid%3D1669446492%26sr%3D8-1-spons%26psc%3D1&qualifier=1669446492&id=6423597798666934&widgetName=sp_atf,"The future we talked about a few decades ago has arrived and we are now witnessing a new era of Artificial Intelligence enabled solutions . AI has gone beyond the world of science fiction that we all know and is already mainstream. Over the years, AI, machine learning and deep learning have all evolved into the new electricity for businesses. More people are getting familiar with automated production lines, chatbots, flying cars, driverless cars and several others all powered by AI and machine learning. Businesses around the world such as Rolls Royce, Amazon, Google, Disney, Microsoft etc. are already maximizing AIs potential. So, how do you take advantage of the numerous benefits of AI to improve your business? Where exactly do you even start from when exploring the use of AI solutions? The question is not really if your business requires AI solutions because it is absolutely essential for most businesses. What you need is how to discover the perfect AI solution that will suit your needs. This book explores the world of artificial intelligence and also provides a roadmap for the implementation of AI solutions in your business. Here are some of the AIrelated topics you will find in this book The meaning of AI Understanding machine learning and deep learning Different AI use cases healthcare, agriculture, government, finance, etc. The risks of AI and possible solutions The combination of AI with other emerging technologies blockchain, AIoT, big data and robotics By going through the pages of this paper, you will discover what AI and machine learning means, their numerous use cases and smart ways to harness and combine different AI solutions with your business strategy. Discover how AI is impacting product and service design, customer experience, work efficiency and several others by grabbing a copy of this book. The right answers will help you take your business to the next level. Avoid being left behind Read more"
Artificial Intelligence: A Guide for Thinking Humans  ,"Melanie Mitchell, Abby Craden",468  ,4.6,0.0,https://www.amazon.com/Artificial-Intelligence-audiobook/dp/B07YBHRX4B/ref=sr_1_4?keywords=artificial+intelligence&qid=1669446492&sr=8-4,"This program includes an introduction read by the author. No recent scientific enterprise has proved as alluring, terrifying, and filled with extravagant promise and frustrating setbacks as artificial intelligence. The awardwinning author Melanie Mitchell, a leading computer scientist, now reveals its turbulent history and the recent surge of apparent successes, grand hopes, and emerging fears that surround AI. In Artificial Intelligence , Mitchell turns to the most urgent questions concerning AI today How intelligent really are the best AI programs? How do they work? What can they actually do, and when do they fail? How humanlike do we expect them to become, and how soon do we need to worry about them surpassing us? Along the way, she introduces the dominant methods of modern AI and machine learning, describing cuttingedge AI programs, their human inventors, and the historical lines of thought that led to recent achievements. She meets with fellow experts like Douglas Hofstadter, the cognitive scientist and Pulitzer Prize winning author of the modern classic Gdel, Escher, Bach , who explains why he is terrified about the future of AI. She explores the profound disconnect between the hype and the actual achievements in AI, providing a clear sense of what the field has accomplished and how much farther it has to go. Interweaving stories about the science and the people behind it, Artificial Intelligence brims with clearsighted, captivating, and approachable accounts of the most interesting and provocative modern work in AI, flavored with Mitchells humor and personal observations. This frank, lively book will prove an indispensable guide to understanding todays AI, its quest for humanlevel intelligence, and its impacts on all of our futures. PLEASE NOTE When you purchase this title, the accompanying PDF will be available in your Audible Library along with the audio. Read more"
Artificial Intelligence: A Modern Approach  ,Stuart Russell,"1,621  ",4.4,23.0,https://www.amazon.com/Artificial-Intelligence-Approach-Stuart-Russell/dp/9332543518/ref=sr_1_5?keywords=artificial+intelligence&qid=1669446492&sr=8-5,"Please Read Notes Brand New, International Softcover Edition, Printed in black and white pages, minor self wear on the cover or pages, Sale restriction may be printed on the book, but Book name, contents, and author are exactly same as Hardcover Edition. Fast delivery through DHLFedEx express. Read more"
The Myth of Artificial Intelligence: Why Computers Can’t Think the Way We Do  ,Erik J. Larson,203  ,4.5,19.95,https://www.amazon.com/Myth-Artificial-Intelligence-Computers-Think/dp/0674278666/ref=sr_1_8?keywords=artificial+intelligence&qid=1669446492&sr=8-8,"Exposes the vast gap between the actual science underlying AI and the dramatic claims being made for it. John Horgan If you want to know about AI, read this bookIt shows how a supposedly futuristic reverence for Artificial Intelligence retards progress when it denigrates our most irreplaceable resource for any future progress our own human intelligence. Peter Thiel Ever since Alan Turing, AI enthusiasts have equated artificial intelligence with human intelligence. A computer scientist working at the forefront of natural language processing, Erik Larson takes us on a tour of the landscape of AI to reveal why this is a profound mistake. AI works on inductive reasoning, crunching data sets to predict outcomes. But humans dont correlate data sets. We make conjectures, informed by context and experience. And we havent a clue how to program that kind of intuitive reasoning, which lies at the heart of common sense. Futurists insist AI will soon eclipse the capacities of the most gifted mind, but Larson shows how far we are from superintelligenceand what it would take to get there. Larson worries that were making two mistakes at once, defining human intelligence down while overestimating what AI is likely to achieveAnother concern is learned passivity our tendency to assume that AI will solve problems and our failure, as a result, to cultivate human ingenuity. David A. Shaywitz, Wall Street Journal A convincing case that artificial general intelligencemachinebased intelligence that matches our ownis beyond the capacity of algorithmic machine learning because there is a mismatch between how humans and machines know what they know. Sue Halpern, New York Review of Books Read more"
"Artificial Intelligence: A Modern Approach, Global Edition  ","Peter Norvig, Stuart Russell",193  ,4.7,72.0,https://www.amazon.com/Artificial-Intelligence-Modern-Approach-Global/dp/1292401133/ref=sr_1_9?keywords=artificial+intelligence&qid=1669446492&sr=8-9,"Thelonganticipated revision of ArtificialIntelligence A Modern Approach explores the full breadth and depth of the field of artificialintelligence AI. The 4th Edition brings readers up to date on the latest technologies,presents concepts in a more unified manner, and offers new or expanded coverageof machine learning, deep learning, transfer learning, multi agent systems,robotics, natural language processing, causality, probabilistic programming,privacy, fairness, and safe AI. Read more"
Artificial Intelligence: A Modern Approach (Pearson Series in Artifical Intelligence)  ,Not Found,374  ,4.6,63.48,https://www.amazon.com/Artificial-Intelligence-A-Modern-Approach/dp/0134610997/ref=sr_1_10?keywords=artificial+intelligence&qid=1669446492&sr=8-10,"The most comprehensive, uptodate introduction to the theory and practice of artificial intelligence The longanticipated revision of Artificial Intelligence A Modern Approach explores the full breadth and depth of the field of artificial intelligence AI. The 4th Edition brings readers up to date on the latest technologies, presents concepts in a more unified manner, and offers new or expanded coverage of machine learning, deep learning, transfer learning, multiagent systems, robotics, natural language processing, causality, probabilistic programming, privacy, fairness, and safe AI. Read more"
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,Steven Finlay,14  ,4.4,0.0,https://www.amazon.com/Artificial-Intelligence-Machine-Learning-Business-ebook/dp/B0932YDX6L/ref=sr_1_11?keywords=artificial+intelligence&qid=1669446492&sr=8-11,"This revised and fully updated fourth edition contains several new sections, covering a broader set of topics than before, but retains the nononsense style of the original. Artificial Intelligence AI and Machine Learning are now mainstream business tools. They are being applied across many industries to increase profits, reduce costs, save lives and improve customer experiences. Consequently, organizations that understand these tools and know how to use them are benefiting at the expense of their rivals. Artificial Intelligence and Machine Learning for Business cuts through the hype and technical jargon that is often associated with these subjects. It delivers a simple and concise introduction for managers and business leaders. The focus is on practical application and how to work with technical specialists data scientists to maximize the benefits of these technologies. Steven Finlay is a data scientist and author with more than 20 years experience of developing practical, business focused, analytical solutions. He holds a PhD in management science and is an honorary research fellow at Lancaster University in the UK. Read more"
Our Final Invention  ,James Barrat,927  ,4.4,13.99,https://www.amazon.com/Our-Final-Invention-Artificial-Intelligence/dp/1250058783/ref=sr_1_13?keywords=artificial+intelligence&qid=1669446492&sr=8-13,"Elon Musk named Our Final Invention one of 5 books everyone should read about the future A Huffington Post Definitive Tech Book of 2013 In as little as a decade, artificial intelligence could match and then surpass human intelligence. Corporations and government agencies around the world are pouring billions into achieving AIs Holy Grailhumanlevel intelligence. Once AI has attained it, scientists argue, it will have survival drives much like our own. We may be forced to compete with a rival more cunning, more powerful, and more alien than we can imagine. Through profiles of tech visionaries, industry watchdogs, and groundbreaking AI systems, James Barrats Our Final Invention explores the perils of the heedless pursuit of advanced AI. Until now, human intelligence has had no rival. Can we coexist with beings whose intelligence dwarfs our own? And will they allow us to? Read more"
Ethics of Artificial Intelligence  ,S. Matthew Liao,14  ,4.3,40.42,https://www.amazon.com/Ethics-Artificial-Intelligence-Matthew-Liao/dp/0190905042/ref=sr_1_16?keywords=artificial+intelligence&qid=1669446492&sr=8-16,"As Artificial Intelligence AI technologies rapidly progress, questions about the ethics of AI, in both the nearfuture and the longterm, become more pressing than ever. This volume features seventeen original essays by prominent AI scientists and philosophers and represents the stateoftheart thinking in this fastgrowing field. Organized into four sections, this volume explores the issues surrounding how to build ethics into machines ethical issues in specific technologies, including selfdriving cars, autonomous weapon systems, surveillance algorithms, and sex robots the long term risks of superintelligence and whether AI systems can be conscious or have rights. Though the use and practical applications of AI are growing exponentially, discussion of its ethical implications is still in its infancy. This volume provides an invaluable resource for thinking through the ethical issues surrounding AI today and for shaping the study and development of AI in the coming years. Read more"
Machine Learning: Master Machine Learning Fundamentals For Beginners  ,MG Martin,3  ,2.3,13.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A05966171YGA1MCW5N9YE&url=%2FMachine-Learning-Master-Fundamentals-Beginners%2Fdp%2F1076012523%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dartificial%2Bintelligence%26qid%3D1669446492%26sr%3D8-17-spons%26psc%3D1&qualifier=1669446492&id=6423597798666934&widgetName=sp_mtf,"There are a lot of computers out there that will have Machine Learning already on them, and you can even program these computers in order to learn from the inputs that the user is going to give it. This allows for the computer to give the results, and sometimes, the right answers that are needed even when it is working with a problem that is more complex. This is just one of the examples of technology that relies on machine learning. You will find that in addition to working on a search engine, including Google, this technology works with some spam messages and some other applications. Inside this book you will find this Framing work out the scope and look at the project as a whole Get your data Get insights from your data Prepare your data so the algorithms can see the data patterns Explore models and compare the best ones Finetune and put your models together in a fantastic solution Present that solution Launch it and many more So hurry and grab your copy now to expand and discover new things that will help you start your journey. Read more"
Artificial Intelligence Basics: A Non-Technical Introduction  ,Tom Taulli,85  ,4.5,29.99,https://www.amazon.com/Artificial-Intelligence-Basics-Non-Technical-Introduction/dp/1484250273/ref=sr_1_22?keywords=artificial+intelligence&qid=1669446492&sr=8-22,"Artificial intelligence touches nearly every part of your day. While you may initially assume that technology such as smart speakers and digital assistants are the extent of it, AI has in fact rapidly become a generalpurpose technology, reverberating across industries including transportation, healthcare, financial services, and many more. In our modern era, an understanding of AI and its possibilities for your organization is essential for growth and success. Artificial Intelligence Basics has arrived to equip you with a fundamental, timely grasp of AI and its impact. Author Tom Taulli provides an engaging, nontechnical introduction to important concepts such as machine learning, deep learning, natural language processing NLP, robotics, and more. In addition to guiding you through realworld case studies and practical implementation steps, Taulli uses his expertise to expand on the bigger questions that surround AI. These include societal trends, ethics, and future impact AI will have on world governments, company structures, and daily life. Google, Amazon, Facebook, and similar tech giants are far from the only organizations on which artificial intelligence has hadand will continue to havean incredibly significant result. AI is the present and the future of your business as well as your home life. Strengthening your prowess on the subject will prove invaluable to your preparation for the future of tech, and Artificial Intelligence Basics is the indispensable guide that youve been seeking. Read more"
Life 3.0: Being Human in the Age of Artificial Intelligence  ,"Max Tegmark, Rob Shapiro","3,144  ",4.5,0.0,https://www.amazon.com/Life-30-Max-Tegmark-audiobook/dp/B0742JQF31/ref=sr_1_23?keywords=artificial+intelligence&qid=1669446492&sr=8-23,"How will artificial intelligence affect crime, war, justice, jobs, society, and our very sense of being human? The rise of AI has the potential to transform our future more than any other technology and theres nobody better qualified or situated to explore that future than Max Tegmark, an MIT professor whos helped mainstream research on how to keep AI beneficial. How can we grow our prosperity through automation without leaving people lacking income or purpose? What career advice should we give todays kids? How can we make future AI systems more robust so that they do what we want without crashing, malfunctioning, or getting hacked? Should we fear an arms race in lethal autonomous weapons? Will machines eventually outsmart us at all tasks, replacing humans on the job market and perhaps altogether? Will AI help life flourish like never before or give us more power than we can handle? What sort of future do you want? This book empowers you to join what may be the most important conversation of our time. It doesnt shy away from the full range of viewpoints or from the most controversial issues from superintelligence to meaning, consciousness, and the ultimate physical limits on life in the cosmos. Read more"
Artificial Intelligence Programming with Python: From Zero to Hero  ,Perry Xiao,5  ,5.0,28.49,https://www.amazon.com/Artificial-Intelligence-Programming-Python-Zero/dp/1119820863/ref=sr_1_26?keywords=artificial+intelligence&qid=1669446492&sr=8-26,"A handson roadmap to using Python for artificial intelligence programming In Practical Artificial Intelligence Programming with Python From Zero to Hero , veteran educator and photophysicist Dr. Perry Xiao delivers a thorough introduction to one of the most exciting areas of computer science in modern history. The book demystifies artificial intelligence and teaches readers its fundamentals from scratch in simple and plain language and with illustrative code examples. Divided into three parts, the author explains artificial intelligence generally, machine learning, and deep learning. It tackles a wide variety of useful topics, from classification and regression in machine learning to generative adversarial networks. He also includes Fulsome introductions to MATLAB, Python, AI, machine learning, and deep learning Expansive discussions on supervised and unsupervised machine learning, as well as semisupervised learning Practical AI and Python cheat sheet quick references This handson AI programming guide is perfect for anyone with a basic knowledge of programmingincluding familiarity with variables, arrays, loops, ifelse statements, and file input and outputwho seeks to understand foundational concepts in AI and AI development. Read more"
Artificial Intelligence: A Very Short Introduction (Very Short Introductions)  ,Margaret A. Boden,133  ,4.3,11.95,https://www.amazon.com/Artificial-Intelligence-Short-Introduction-Introductions/dp/0199602913/ref=sr_1_28?keywords=artificial+intelligence&qid=1669446492&sr=8-28,"The applications of Artificial Intelligence lie all around us in our homes, schools and offices, in our cinemas, in art galleries and not least on the Internet. The results of Artificial Intelligence have been invaluable to biologists, psychologists, and linguists in helping to understand the processes of memory, learning, and language from a fresh angle. As a concept, Artificial Intelligence has fueled and sharpened the philosophical debates concerning the nature of the mind, intelligence, and the uniqueness of human beings. In this Very Short Introduction , Margaret A. Boden reviews the philosophical and technological challenges raised by Artificial Intelligence, considering whether programs could ever be really intelligent, creative, or even conscious, and shows how the pursuit of Artificial Intelligence has helped us to appreciate how human and animal minds are possible. ABOUT THE SERIES The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocketsized books are the perfect way to get ahead in a new subject quickly. Our expert authors combine facts, analysis, perspective, new ideas, and enthusiasm to make interesting and challenging topics highly readable. Read more"
Hands-On Artificial Intelligence for Cybersecurity: Implement smart AI systems for preventing cyber attacks and detecting threats and network anomalies  ,Alessandro Parisi,29  ,4.2,21.09,https://www.amazon.com/Hands-Artificial-Intelligence-Cybersecurity-preventing-ebook/dp/B07WLDDJTP/ref=sr_1_43?keywords=artificial+intelligence&qid=1669446492&sr=8-43,"Build smart cybersecurity systems with the power of machine learning and deep learning to protect your corporate assets Key Features Identify and predict security threats using artificial intelligence Develop intelligent systems that can detect unusual and suspicious patterns and attacks Learn how to test the effectiveness of your AI cybersecurity algorithms and tools Book Description Todays organizations spend billions of dollars globally on cybersecurity. Artificial intelligence has emerged as a great solution for building smarter and safer security systems that allow you to predict and detect suspicious network activity, such as phishing or unauthorized intrusions. This cybersecurity book presents and demonstrates popular and successful AI approaches and models that you can adapt to detect potential attacks and protect your corporate systems. Youll learn about the role of machine learning and neural networks, as well as deep learning in cybersecurity, and youll also learn how you can infuse AI capabilities into building smart defensive mechanisms. As you advance, youll be able to apply these strategies across a variety of applications, including spam filters, network intrusion detection, botnet detection, and secure authentication. By the end of this book, youll be ready to develop intelligent systems that can detect unusual and suspicious patterns and attacks, thereby developing strong network security defenses using AI. What you will learn Detect email threats such as spamming and phishing using AI Categorize APT, zerodays, and polymorphic malware samples Overcome antivirus limits in threat detection Predict network intrusions and detect anomalies with machine learning Verify the strength of biometric authentication procedures with deep learning Evaluate cybersecurity strategies and learn how you can improve them Who this book is for If youre a cybersecurity professional or ethical hacker who wants to build intelligent systems using the power of machine learning and AI, youll find this book useful. Familiarity with cybersecurity concepts and knowledge of Python programming is essential to get the most out of this book. Table of Contents A Gentle Intro to AI for Cybersecurity Professionals Setting your AI for Cybersecurity Arsenal Ham or Spam? Detecting Email Cybersecurity Threats with AI Malware Threats Detection Network Anomaly Detection with AI Securing User Authentication Fraud Prevention with Cloud AI Solutions GANS Attack and Defense Evaluating Algorithms Assessing your AI Arsenal Read more"
Artificial Intelligence and the Future of Power: 5 Battlegrounds  ,Rajiv Malhotra,789  ,4.7,35.25,https://www.amazon.com/Artificial-Intelligence-Future-Power-Battlegrounds/dp/9390356431/ref=sr_1_47?keywords=artificial+intelligence&qid=1669446492&sr=8-47,"Artificial Intelligence is only partially visible, just like an iceberg. To understand it fully, we must look beneath the surface. The positive side is that technology is making machines smarter. However, the deeper view explained in this book shows that AI is also making a growing number of people cognitively and psychologically dependent on digital networks. Whether you are a social media fanatic, a diehard AI aficionado, or a paranoid sceptic, it is impossible to escape the ubiquitous impact of AI. Artificial Intelligence is the brains bringing together quantum computing, nanotechnology, medical technology, brainmachine interface, robotics, aerospace, 5G, Internet of Things, and more. It is amplifying human ingenuity and disrupting the foundations of healthcare, military, entertainment, education, marketing and manufacturing. Artificial Intelligence and The Future of Power argues that this AIdriven revolution will have an unequal impact on different segments of humanity. There will be new winners and losers, new haves and havenots, resulting in an unprecedented concentration of wealth and power. After analyzing societys vulnerabilities to the impending tsunami, the book raises troubling questions that provoke immediate debate Is the world headed toward digital colonization by the USA and China? Will depopulation become eventually unavoidable? Artificial Intelligence and The Future of Power is a wakeup call to action, compelling public intellectuals to be better informed and more engaged. It educates the social segments most at risk and wants them to demand a seat at the table where policies on Artificial Intelligence are being formulated. Read more"
Artificial Intelligence: The Insights You Need from Harvard Business Review  ,Not Found,163  ,4.5,0.0,https://www.amazon.com/Artificial-Intelligence-Insights-Harvard-Business/dp/B07XJRFRKM/ref=sr_1_48?keywords=artificial+intelligence&qid=1669446492&sr=8-48,"From making faster, better decisions to automating rote work to enabling robots to respond to emotions, AI and machine learning are already reshaping business and society. What should you and your company be doing today to ensure that youre poised for success and keeping up with your competitors in the age of AI? Artificial Intelligence The Insights You Need from Harvard Business Review brings you todays most essential thinking on AI and explains how to launch the right initiatives at your company to capitalize on the opportunity of the machine intelligence revolution. Business is changing. Will you adapt or be left behind? Get up to speed and deepen your understanding of the topics that are shaping your companys future with the Insights You Need from Harvard Business Review series. Featuring HBR s smartest thinking on fastmoving issues blockchain, cybersecurity, AI, and more each book provides the foundational introduction and practical case studies your organization needs to compete today and collects the best research, interviews, and analysis to get it ready for tomorrow. You cant afford to ignore how these issues will transform the landscape of business and society. The Insights You Need series will help you grasp these critical ideas and prepare you and your company for the future. PLEASE NOTE When you purchase this title, the accompanying PDF will be available in your Audible Library along with the audio. Read more"
"Artificial Intelligence: A Comprehensive Guide to AI, Machine Learning, Internet of Things, Robotics, Deep Learning, Predictive Analytics, Neural Networks, Reinforcement Learning, and Our Future  ",Neil Wilkins,28  ,3.9,4.99,https://www.amazon.com/Artificial-Intelligence-Comprehensive-Predictive-Reinforcement-ebook/dp/B07QFL4HG3/ref=sr_1_49?keywords=artificial+intelligence&qid=1669446492&sr=8-49,"If you want to learn key AI concepts to get you quickly up to speed with all things AI, then keep reading Two manuscripts in one book Artificial Intelligence What You Need to Know About Machine Learning, Robotics, Deep Learning, Recommender Systems, Internet of Things, Neural Networks, Reinforcement Learning, and Our Future Internet of Things What You Need to Know About IoT, Big Data, Predictive Analytics, Artificial Intelligence, Machine Learning, Cybersecurity, Business Intelligence, Augmented Reality and Our Future This book covers everything from machine learning to robotics and the internet of things. You can use it as a nifty guidebook whenever you come across news headlines that talk about some new advancement in AI by Google or Facebook. By the time you finish reading, you will be aware of what artificial neural networks are, how gradient descent and back propagation work, and what deep learning is. You will also learn a comprehensive history of AI, from the first invention of automations in antiquity to the driverless cars of today. In part 1 of this book, you will Understand how machines can think and how they learn Learn the five reasons why experts are warning us about AI research Find the answers to the top six myths of artificial intelligence Learn what neural networks are and how they work, the brains of machine learning Understand reinforcement learning and how it is used to teach machine learning systems through experience Become uptodate with the current stateoftheart artificial intelligence methods that use deep learning Learn the basics of recommender systems Expand your current view of machines and what is possible with modern robotics Enter the vast world of the internet of things technologies Find out why AI is the new business degree And much, much more Some of the topics covered in part 2 of this book include Origins of IoT IoT Security Ethical Hacking Internet of Things Under The Cushy Foot of Tech Giants The Power of Infinite Funds IoT Toys Biorobotics Predictive Analytics Machine Learning Artificial Intelligence Cybersecurity Big Data Business Intelligence Augmented Reality Virtual Reality Our Future And much, much more If you want to learn more about the artificial intelligence and internet of things, then scroll up and click add to cart Read more"
